text,label
I 've been waiting for the bus for an hour now . #sandy,1
Out here helping this community .. . The things u see is incredible .. Keep these people in ur prayers .. . #Sandy http : //t.co/zTFbQjht,1
"Happy to transport the injured , clean debris , etc .",1
Power 's out .. Thanks Sandy . Thanks .,1
Lights flickering powers going off ! Come on sandy what you got !,1
#hunkerdown drinking game is a huge success and I 'm .. . ( flops face down on bed ) @thegreatmick #Sandy,1
I would like to donate a turkey for Thanksgiving to someone in need !,1
Big storm .. 2 days off .. still ca n't sleep .. grr,1
This hurricane was just an awful excuse for me to eat all the junk food in sight .,1
"Will provide & serve nonperishable food . Also , possible coats , jackets , gloves , & hats .",1
Taking this storm as a learning experience . Still no power .. getting kind of scary .,1
"Looking to donate new ( several-year shelf life , sealed ) non-prescription medications to any organization involved in or impacted by Hurricane Sandy . Red Cross was contacted by a community member whose work department had collected money and purchased these items . Donation approximately fills a 10-ream paper box . Products are NOT used or near expiration .",1
@sulllydude a storm of this magnitude has never happened here .. if it happened like this all the time then yes ..,1
"Bring food , drinks to victims --",1
Winter coat Gloves Hat Scarves Shirts Water Hygiene products,1
"I have canned goods , some jars of baby food ( stage 3 ) , children 's books , children 's puzzles , cards/card games .",1
I 'm glad @torrrx3 is worried about where the trees went and saving the squirrels as were driving thru a snow storm .. .,1
"I am a chef and Carter 's who can prepare an , d organize serving food .",1
"i am a food service worker , i can cook and deliver meals",1
So battery park is flooded but there 's no rain on the UES .. .this does n't make sense . #Sandy http : //t.co/ssad9Tbi,1
When and Where should hot meals be delivered this evening ? 11/3/12,1
foodrun ! ! #instamood #instafood @Frankenstorm Apocalypse - Hurricane Sandy http : //t.co/kV94cCfl,1
"clothing ( winter coats ) , non-perishable food , hygiene products , etc .",1
"Sent email , matched to Seniors are living in the Seward Park Co-Op top floors with no power or water .",1
"We did a large donation drive in our community . We have adult children and infant clothing , toys , nonperishable food , prepaid cell phone , pet supplies , baby supplies , blankets , winter gear , it is all seperated organized and boxed . We can deliver next sunday",1
I have several items I can donate including : -a bassinet stroller -half a packet of preemie diapers -candles -paper towels -9volt batteries -size 14/16 maternity jeans -canned tuna and shrimp,1
#SandyHelp please help ! Sandy litterly broke Atlantic City .. . Ventnor is like a ghost town .. . This hurts like hell i my heart .. . HELP !,1
"I can distribute food and/or goods , cook , provide Reiki ( relaxation therapy ) , check on residents , organize , provide graphic design work",1
"stro_Soichi Upsss I Love the Pics the my City!Chile is a Strong Country!\nThanks you for Share!Santiago is a little more Normal today,Hugs",1
"#Chillan is affected, but Thanks to God, not as affected as #Concepcion or #Talca. #earthquakeChile #Chile #earthquake",1
"ikePortnoyDT Everything is under control in Santiago, Chile.Thanks for your prayers!Come down and bring us some hapiness with good music!!",1
"RT usafraba: Paper del 2007: Constituci√≥n and Concepci√≥n has a potential for an earthquake of magnitude as large as 8.5, should happen ..",1
Twitterer @Biodome10 pretended to be caught in a building in Santiago #Chile wasting people's time what a senseless moron,1
inalau that's amazing. i have been in a few shows but it's really difficult to me because i need to travel like 10 hours to go to Santiago,1
"Our team is still evaluating the damage in the cellar in Peumo.. In Santiago, our main office is fine.. Good.. http://bit.ly/dllDxS",1
We have heard from most of the staff at I Love Chile and Santiago Radio by now. We're all alive and well.,1
going out to explore Santiago. yikes*,0
"#Santiago #chile blood donation points have been stablished in the city, also in valparaiso and in some desastre areas too this is important",1
"RT izcaskey: Why Now is Still the Time to Come to Santiagoand Chile. Yes, you read that correctly: http://bit.ly/cs8BsY (well said Liz)",0
"My sister is isolated, she has 2 babies and needs milk. She's afraid of armed gangs and what is to come. Chaos in Concepcion Chile",1
"Trying hard to upload videos of earthquake in Santiago - Chile, but internet connection unstable!",1
hilgood Not bad really. Earth has been really kind on us here in Santiago after the Earthquake. In the south are being really bad.,1
"Chile rushes troops, aid to quake-stricken towns: CONCEPCION, Chile (Reuters) - Looters raided more stores in this.. http://bit.ly/d7amKf",1
"thoughts and prayers, i havent been able to talk to my mom, she lives in Talcahuano & she has no light nor water at her place. I know she's",1
http://twitvid.com/862B9 - Driving down the highway that takes you to the airport in Santiago,0
Energy is going back in Santiago. Also its way more calm this night. Going back to normal at least in the capital of Chile!,1
RT hilequakenews: Argentinean government's mobile hospital has arrived to Santiago Airport. #Chile #Earthquake #TerremotoChile,1
"I wanted to buy the new album by @justinbieber online at Amazon, but since the airport of Santiago is destroyed..",1
"My relitives in Talcahuano have lost everything, between the quake, the wave and the robbers. There buisnesses are wiped out. #chile",1
"Is horrible to see Duao, Iloca and Constituci√≥n.",1
"Video of the damage in Talcahuano, Chile: http://bit.ly/dAvwbN #chile #terremotochile #cnn",1
"RT stro_Soichi: http://twitpic.com/16ad2g - San Antonio, Chile. One of the closest port to Santiago. // impresionante el color del r√≠o!",0
RT ytimeschile: Four or five giant waves following the earthquake in Chile almost wipe out coastal towns near Concepcion http://nyti.m ..,1
"1xy15 no, not yet. the corpse arrives today, at 16.00. from Concepcion.",0
"RT stro_Soichi: http://twitpic.com/16esd9 - Volcano in Andes, east of Concepcion, Chile. YES, it is erupting! Can you see the plume?",1
"arcoswitt Check out my tweets! Videos of Santiago, Chile after the earthquake!",1
http://twitpic.com/16fy73 - Centro de Talca despues del Terremoto #rptw // Talca center after the earthquake,1
"ophiabliu it's getting better, Santiago has no problem, Concepcion has no services and the same with other areas affected by the earthqk",1
"urtFamily i don't know.. well, there have been a lot of lil quakes during the day & a 5,1 richter in santiago. That was scary, according",1
"tomorrow is the envent here in santiago, made to help the people hurt by the quake! jonas please come to help us! we need your help!",1
RT: @cammy__s: #everydayiwakeup(since Saturday)and I cannot believe that the place where I spent summer is gone.. #Dichato #Chile // x2 u.u,1
"nnbrk #terremotochile my photos of the quake in Curanipe, Pelluhue, Cauquenes & Parral published on internet http://url.ie/59jz",1
"my wife mother alive, living in Dichato the most serious beach affected. House taken by the see. My mother house at the see also.",1
"A picture of my aunt's home in downtown Concepcion, Chile, after the 8.8 earthquake. She's one of the lucky ones: http://tinyurl.com/ydzt75k",1
"please come back to DOMINICAN REPUBLIC, SANTO DOMINGO AND SANTIAGO!!!\nplease come back to DOMINICAN REPUBLIC, SANTO DOMINGO AND SANTIAGO!!!",0
i'm watching the few of stars that is here in Santiago's sky. I love the stars,0
"yperlovers yep, I'm at Talcahuano, a city next to Concepcion. The ato (CCP) is operating ~ 2-3 commercial flights + military & emergency",1
oejonas I think that you should come back to Santiago Chile!!!!! (we are waiting for you ),1
"finally! back to Santiago, i dont think ill get it again, bye ppl",1
"heeRealFDHC since Sensation is suspended in Santiago, will come to the next one? is apr 30th..",1
RT: @glhuilli: RT: @wired: Big kahuna. RT @wiredscience: Chile quake moved the city of Concepcion 10 feet to the west. http://bit.ly/a7zy8s,1
Hubble will pass over Santiago at mag 2.4 at 21:38 on 08/03. Moves from 20¬∞ elevation NW to 30¬∞ elevation N over 3 min,1
Chile earthquake moved city of Concepcion 10ft to the west: The massive magnitude 8.8 earthquake that struck the w.. http://bit.ly/cUi4yd,1
http://twitvid.com/C306D - Bypass just outside of Santiago getting into highway to the south of Chile,1
Santiago returned to normal :) we recommend you to take a tour on a bike with \,1
"consegui o cel da bianca, to indo pra santa cruz :D beijos s2",1
Want to live in Chile? Tech Project Management position available in Santiago de Chile: http://bit.ly/6nTady,0
coming to #Chile #Santiago?don't want to spend + than US17/day?looking 4 a trendy #hostel?then visit Hostal de la Barra http://ow.ly/1gz1x,0
dude TT Chile Santiago LIBERTADOR O'HIGGINS President Pinera's chile for the win hahahah,1
"RT elezcnn: CNN Chile reports: People in #Concepcion are evacuating to the highlands after 7,2 aftershock. Fear of #Tsunami.",1
#Santiago Chile was the quake not #Santiago Dominican Republic.. No wonder it didn't wake me! Maybe my dream will b just that: a dream.,1
More and more #Haitians in #Santiago D.R.. Common now to overhear different #Creole conversations in the aisles of any supermarket.,1
In a military helicopter taking food supplies to people in countryside around Talca. I hear the theme from M.A.S.H. In my head,1
"ereal_bars where do I find Pisco in Austin, TX? Think I need to go to Santiago for that :P",0
"arriving from a quick overview of the downtown of Concepcion. Situation is quite caothic, many houses down, also some buildings",1
"RT@ÔøºAstro_Soichi http://twitpic.com/18deq7 - Concepcion, Chile. Three weeks after the earthquake",1
I go to Santiago ;) Bye I love you guys!,0
esi There was a quake close to Santiago not too long ago.,1
"Starting a new day in Concepcion after a big blackout last night involving 70% of the country. Everybody scarry here, thinking about quake",1
"#gratitude to my new twitter¬¥s friends. #thankyou so much. I following everyone. Have a gr8 day. Greetings from Santiago, Chile :-)",0
RT ickybuck: My friend @franginnini lives in Santiago Chile im happy to here her family and friends are fine.Yes &lt;&lt; THANK YOU! How are you,1
"earGrylls well Bear, i recommend to you came to Chile, 4.4¬∞ Richter is just a little shake after the 8,8¬∞ in Concepcion",1
"Starting to pack everything, ready to go back to Santiago this friday. I will miss a lot of things and people!",0
Hamar         Ghair Sirkare Adare      krwao    kro    n kons Chez kons ilika   ky Chez? Plz    Sirkare (SRSO) Adara ( ) ( Crecent Hillah) Ahmar (Takhleeq foundition) (Pirbha,0
HELP IN HOUSE CONSTRACT- ION BOBIES R SUF ERING NAMONIA AND OTHER DESEASES,1
"In our village, food and crops have destroyed, and we have no source of income and the government had not helped us",1
"In our village Kachipul flood has damaged alot our crops ,our homes and our income everything is finished but government haven't help us Location:vilage kachipul distt:kambr shadadkot please visit our city kachipul",1
I am a poor man i have youngr children But the local government says i am not eligible to receve nation card please issue nation card on my C.N.I.C no.,1
"Appeal-I need shelter homes, food, warm clothes, bed and gas-stove. Children and adults are getting sick in the tents due to chilling winter.",1
(Meara nam qamadeen hea bassti bakhshali maoza wahmachka tahseel rojhan zella rajanpur hea na hamea watancard mlea our na hamea koi our amdad mela makanat our saman pani baha kar lea ghea hea.patwari halqa nea maoqa par tassweer bhe banaea.yah meara sh,0
saeed khan .district. jamur. d.s.s. Rajanpur ?,1
"I m not permanent resident of District jaffarabad Balochistan but due to Govt, service i m residing here since last year and due to flood i hv also received loss. Whether i can eligible for Watan card or not ? ? Qadir shah from D.a.yar jafarabad",1
when it will likely to be implemented,1
kamea     kole asman K,0
"IT IS MY HUMBLE REQUEST THAT WE DO NOT RECIEVE WATAN CARD STILL,OUR GOVERNMENT DO NOT TAKE ANY ACTION.PLEASE HELP US.Abdul Rehman solangi Village miran ma",1
"our house has been destroyed because of flood and i cannot rebuilt it again and in very trouble i am, i have 3 small kids and my remaining family is in camp and bearing intense coldness",1
AURANG ZEB S/O GULAB DIN DIST MIANWALI TEH ESSA KHEL VIA KALA BAGH P/O TOLA MANGLI VILLAGE MUHABBAT KHEL Sir I have been affected by floods but I have not received any help. I have a great hope that you will definitelt help me out. Thanks.,1
Min basti hamed PUR tehsil and district RAHIM YAR KHAN PUNJAB PAKISTAN SE TALUQ RAKHTA HON MIN MATRIC PRIVATE STUDENT HON MIN GULBERG 3 LAHORE MIN A,1
.,0
WHy did watancard did not received at?,0
murad mae zauja khuda baksh basti ahmmad yar bakhshu bhattar dakkhana thul hamza teh liaqat pur dest r y khan please tell us that why woman watan card have not been made. please help us thank you,0
MY HOME DESTROYED IN FLOOD I LIVE IN SHAH WASAWA TEH.ALIPUR DISTT.MUZAFAR GARH,1
new flood in jaffar abad after damaged Tori band.,1
PIDE                 .,1
Sukkur     - http://teeth.com.pk/blog,1
we are 100 flood affected people. we have not got our passport nor any help from relief fund. pls help we are in great trouble.Locition:village Kachipul Dist:Kamber Shahdadkot taluko Qubo Saeed khan!,1
"There are bed conditions in our area.we have unsuffient shelter,food and other facilities.there is dire need of food.we are looking NGOs and other or",1
VILLAGE SAHIB KHAN SOLANGI totally damaged,1
Umer kot: Sindh: Shelter and Camp needed as people are stranded due to flood:,1
"My school better be like ""fuck this there's a hurricane, no school monday or tuesday!!!"" #probnot @Briannagbabe @AlexxComoHoping this #frankenstorm holds of till Tuesday. I have an appointment @TrumansNYC Monday afternoon. #haircut #metronorthrr",1
"Just getting ready for the hurricane, Well be ok cuz Gods on our side :-) (@Victor's Weather/Tech Center) http://t.co/67guzSjK",1
Ugh Hurricane sandy better not fuck up my weekend.Moms concerned about stocking up on alcohol for Sandy_,1
"When you're suddenly running, tipsy, w wind in your hair past a Brooklyn construction site &amp; hurricane's coming but you're flying away soon.Does anyone wanna take me in for the hurricane so I don't have to evacuate? Hahah",1
Jets game in a hurricane! #donthateit #GoJETS,1
Hurricane Sandy. @Bedford Avenue http://t.co/HFMNVpFrIf Frankenstorm sweeps me away I made sure to have my fav meal with my fav person - @mike_jorda (@The Hamilton Inn) http://t.co/6fuRvjCoPhone calls from people who wants to know my game plan. #HurricaneSandy #TrueFriendsWell if I die cause this Daum hurricane just wanted to say everyone have a nice swim lmao,1
Gamestop cancelled the midnight release because of this hurricane. WhatFirst irene now #Sandy,1
#hurricane madness at the grocery store http://t.co/wvoiCMHi,1
Lots of carts like these going out the door. #hurricane #sandy #northhaven @Home Depot http://t.co/2gDpvkxK,1
HDR Photo: New York City before Hurricane Sandy http://t.co/BMErOjTb,1
As long as @AFrankenstorm keeps tweeting I'm officially set for this bitch,0
"I'm down for this hurricane as long as we don't lose power.. Or cable, or internet. #twcsucks",1
Last supper before Sandy arrives. @Van Horn Sandwich Shop http://t.co/uyfjfn20@OnceABC soon then @WalkingDead_AMC great TV night!!! Thanks #Sandy for not blowin in just yet!,1
PSA: unless you have a hand grinder (awesome) or a generator (prudent) don√≠t forget to grind some coffee tonight. #HurricaneSandy,1
Waiting for #Sandy ;) (@Don Juan's Square) http://t.co/JsR67Iy9@AvidMarxist I love hurricanes!,1
@tr0bs: tonights episode: homosexuals abuse women during a sandy storm.√Æ,1
Halloween 2012 (@Frankenstorm Apocalypse - Hurricane Sandy w/ 2095 others) http://t.co/2jG6GpwO,1
Where's sandy? @Mercedes House http://t.co/cfC9WByuGood joke sandy. I knew you'd come through.,1
Winds picking up .. Sandy has turned toward Jersey.. She's going to the Jersey shore.. She's one pissed off woman..,1
The perfect app for this perfect storm. If you love old music and the nostalgic @Hutchinson River Greenway http://t.co/Q0kfgCGuPreparing for #Sandy http://t.co/ZfZbNjJ1Almost can't see ground zero.. #hurricanesandy @Sheraton Lincoln Harbor Hotel http://t.co/A4zi7wj0,1
Subway stations closed today #sandy @Times Square http://t.co/xpaHSv5K,1
MDuross @lucyintheusa @kaybellor hubby making pork fried rice on gas stove. Not your usual hurricane fare unless you're Chinese.People have nothing better to do than come in during a hurricane and get there stupid phones fixed,1
Ominous view of #nyc skyline from nyt building at the start of #hurricanesandy #sa @New York Times Building http://t.co/aaRQLt2W,1
You make all things new &amp; I will follow You forward! Sandy is temporary; His promises are forever..see past your storm. #ForwardOnFaith@BODY_ODY_PRADEY: WHY IS MY PHONE MOVING SO SLOW?!?!√Æ: sandy don't wan to u came use tha cell,1
http://t.co/mS83at9b So I'm stranded over here in bk .. I'm bored think ima go see sandy over by the .. http://t.co/MWiGPZLG,0
"NYC hurricane update: constant sound of car alarms, 50 episodes of mad men left to watch.Hurricane brunch at the kitchen. http://t.co/SUP9ix5j@_MimozaL Wahh): this wind is insane and the hurricanes not even here yet ): fuck our lives!",1
llapalooza same. I went out for fried chicken and coffee. No one gets us. #Sandy,1
Lost power for an entire 3 seconds #sandy #bringitHurricanes are gay,1
Two idiots in a hurricane walk into a bar.. (@Dive Bar w/ @aeacey23 @jocelynb81) [pic]: http://t.co/LhPalAj5Irene vs Sandy #GTFI http://t.co/E9diwfep,1
i really wish they named this hurricane snooki! @snooki,1
Sandy fucked up my show session right now,0
"wakotlewska betch please, you are petrified of being home alone on a sunny Sunday afternoon, let alone in the middle of a hurricaneKeep hearing a crazy grinding and lights keep flickering but thankfully we're still lit up here in Bayonne! #Sandy #sandyn",1
My dad just predicted the lights will come back on at 5:42 am. Feel free to RT #sandy #fakenews,1
"All #NYC bridges, tunnels &amp; mta closed; over 2.8 million without power #Sandy causing So much havoc!!! Praying 4 us all",1
boxLIVErewards #sandy hitting my houseI hope all the people at NYU hospital are good. :( #sandy2012 #power out.,1
Falling asleep to @craigowens to make this hurricane go by #jerseyshoreproblems #besafe #hurricane #Sandy,1
Floods over by our house. #harlem #sandybaby http://t.co/mURfNwRY,1
Will do hope it is better than Irene @UnSqGreenmarket: Keep our farmers in your thoughts as Sandy heads north. @NYCGreenmarkets√Æ,1
New York City is completely closed. Unbelievable #sandy #maps @New York City http://t.co/sTqKmXmR,1
"y1headlines #nysandy from jackson heights, queens http://t.co/eUE11ecRChasing the dream. #sandy #frankenstormproblems @Chase http://t.co/WyL5hZ4bFolks, there's still no electricity below 34th St. Meaning the stop lights don't work. Keep off the roads!",1
itRECordJoe finally reading my mags since I'm stuck at home bcuz of #HurricaneSandy &amp; whose smiling face pops up http://t.co/N8Hpn4rLHuge tree down here in Astoria #Sandy aftermath http://t.co/WBIFAGWC,1
We all through storms in life. How we response determines our characters,1
"Sandy must be a Republican. Powerful, nasty, bad for the housing market but good at creating jobs. And its damage gets blamed on a Democrat!",0
"I'm going trick or treating tomorrow with a sandy cheeks mask and yell I'm back! When I go to there doors instead of trick or treat#NewYork #5thAve #Sandy #Alone #Storm @5th Ave, NYC http://t.co/1ajNVtP9@_StevenJaye I'm actually down to 4% nbd.lol _ but in a week. Doesn't that seem so far from now? Like hurricanes need to stay in florida_Sometimes you take things in life for granted . I am thankful i wish the best for those dealing with Sandy shit. http://t.co/PZgNd0PD",1
Court street bagels is down!! #courtstreetbagels #brooklyn #hurricanesandy @Court Street Bagels http://t.co/pT1PV0FB,1
Urgent post-storm update: There is no more bourbon in the apartment. I repeat: THERE IS NO MORE BOURBON IN THE APARTMENT.,1
-- five people to two beds. yup.. #hurricanesandy #yzproblems,1
Hungry #sandy #storm #survivors @my fire escape http://t.co/2RTXFZan,1
Baldwin Center in Stratford. Is without power and will be closed Wednesday Oct 31. #sandy,1
"here in Northern Jersey, half hour west of NYC, AT&amp;T cell service has been non-existent to spotty, Verizon close to normal #HURRICANESANDYSandy traffic..2 hours from #Astoria to #Manhattan. Walking is faster. #sandy #@Ed Koch Queensboro Bridge http://t.co/orVVbQ1YSandyn12nj they should give all the kids the week off and don't even make up the days, they are learning more about life from the storm",1
lgrp hard at work at our makeshift office #hurricanesandy lynntesoro @christydwel @MDC Innovation Center http://t.co/DP75Avur,1
Drunky drunky drunky time #hurricansandyprobz,0
Stop-n-Shop is open and there's stuff here. The essentials are mostly gone but there is food. #sandy #nj #keyport http://t.co/Eq3PTrum,1
I hope the korilla truck is okay after sandy,1
"Walking up on 9th avenue, you wouldn't think there was a hurricane the past 2 days_",1
And we're back. #wtc #sandy http://t.co/TgudVH9lVisiting next door to create a Halloween party with the neighbors _________ #positivevibes #hurricanesandy #hurricaneparty,1
"At the local public library, warming and charging station. Good thing #WeBuiltIt #Sandy",1
"Remainder of the wall at North End. Ocean Avenue, which is now all beach. #hurricanesan @Atlantic Ave Beach http://t.co/1rW8fgZF",1
Congressional Research Service Report On Tax Cuts For Wealthy Suppressed By GOP (UPDATE): via HuffPost http://t.co/wDLXGjtB #sandy #ohio,0
I don't have to work tomorrow thanks #sandy :D,1
"Please help me raise funds for my family in Rockaway Beach and Atlantic Beach: http://t.co/rjgNZyvI #sandyrelief #help #fema #donate #sandy@alexa_chung was the first to alert me #Sandy was coming, and the first to alert me power was back on. Beats NYT for sure",1
"Help NJ and NY recover #SandyHelp. Seaside, LBI, Staten Island, Little Ferry and so many others need help!!",1
#Hoboken Shoprite cleanup in progress. This area was severely flooded. #hurricanesandy @ShopRite http://t.co/Vc8AyaNnA pack of joggers moves through a recently opened Central Park #nyc #sandy #marat @Central Park - North End http://t.co/JFA1P3zb,1
First time back since #Sandy #NYC (@Manhattan Bridge w/ 9 others) http://t.co/YBVdoHQU,0
"Debris from damage homes and water fill the streets on Staten Island from Hurricane Sandy, Saturday, Nov. 3, 2012. http://t.co/Pqvqt2SpSo proud of the efforts of our @eyewitnessnyc team this week. #SandyABC7",1
"Unsung heroes of #Sandy. Driver of a giant flatbed chivvies dumpsters around parked cars on E 7th, like he's setting a table w fine china.",1
"Volunteering! Hot food 4 those w/o power, shelter, or otherwise been affected by Sandy! #disasterrelief #service #nj http://t.co/71MZ85NA",1
Going back to work after last weeks #nycflood by #hurricanesandy,1
#Donate to #sandy victims from your #iphone or #itunes #instagood #instagram #igers #photoof @New York City http://t.co/hcWFKnAu,1
"RT YTMetro: In Storm-Battered Red Hook, Determined to Vote http://t.co/nYwf0eKF",0
Winter storm Athena. Sounds tempting,1
"Jus when u think SANDY is a wrap,she called in her re enforcement her brother SNOW!.man their mom aka MOTHER lastname NATURE MUS hate Nj",1
"2-3"" of snow predicted tonight on top of devastation of Sandy. Please keep people of NYC n prayerSandy leftovers: two Snickers bars, a packet of Ketttle chips, canned soup and a perfectly drinkable leftover half bottle of wineStranded in the snow storm.. drinks and dessert #wine #beer #live #life #love #newcanaan @Sol√à http://t.co/cA1e9jgVCrazy crazy school situations here! Son is packing lunch and snacks for tomorrow - read this: http://t.co/SRahdjKN",1
"Hurricane sandy aftermath @Oakwood Beach, Staten Island http://t.co/oVaIklC6Hurricane Sandy Victims Receive Roethlisberger√≠s Sexually Disturbing Thoughts And Prayers http://t.co/yWhEctUC @LeanneJoMazur @YinzerDarc#whoops Just heard the f-bomb live on Fox5 news at 5pm on a report about the gas rationing from #HurricaneSandyfuck sandy",1
Local administrative bodies are trained to quickly issue alerts and evacuation orders and distribute food and blankets at shelters.,1
"As well, security threats from jihads remained.",1
"- Deployment of mobile emergency health units to ensure families have immediate access to primary care and medical supplies, with the first team of 10 seasoned local emergency medical staffs deploying to the remote Swat Valley, which has been cut off due",1
"PWJ will target 30 villages in Ingapu Township and plan to distribute equipment/tools for cleaning and repairing damaged houses, repair and improve water/sanitation facilities (wells, latrines, water filtering systems, etc.), install ceramic water filters at schools, and repair and furnish school buildings.",1
"When the 2004 tsunami hit Kuala Tadu on Sumatra's west coast, knee-high waves preceded the bigger, more destructive waves.",1
"Since 29 December 2005, unusually heavy snowfalls and extreme drops in temperature have gripped most parts of northwest China's Xinjiang Uygur autonomous region, affecting a reported 622,000 people in Altay, Tacheng and Ili prefectures of northern Xinjiang and leaving 224,800 people stranded.",1
"It appeared that whenever assessment missions visited the islands, the Northern Alliance commanders would assemble the entire population, including permanent and semi-permanent residents on the larger flood plain, to demonstrate a large presence of displaced civilians, it added.",1
The government said it was ready to compile a supplementary budget for the current fiscal year to March 2005 to cope with damage from the quakes and a series of powerful typhoons including Tokage which last week killed at least 79 people.,1
"The Kenyan government, in conjunction with the Kenyan Red Cross Society, had put in place a fundraising scheme for the tsunami victims, Mutua said.",1
"5) Erratic and somewhat lighter than normal rainfall continues over parts of southern and southeastern Ethiopia, although very heavy rains were seen during the past week in areas of southeastern Sudan.",1
"In Thailand schools based programmes were established to teach disaster preparedness to children, in Sri Lanka thousands of emergency-responders have been trained, in Indonesia radio networks were set up as early warning systems and mangrove planting projects were introduced to protect coastal communities from the sea to reduce the impact of coastal flooding.",1
"ISLAMABAD, Jun 11, 2007 (Xinhua via COMTEX) -- Scorching heat killed another 63 people on Saturday in Pakistan as the country remained in the grip of severe heatwave with mercury level touching record heights in a number of cities, newspapers said Monday.",1
"A high population growth rate, dwindling farm size, unjust patterns of land tenure, inefficient farming techniques, deforestation, and degraded soils all contribute to chronic disaster.",1
"A mudslide in eastern Taiwan killed at least three people, island disaster officials said.",1
"Whether these unfavorable climatic changes will endure is unknowable, but droughts and years of insufficient rainfall in Afghanistan have become more frequent.",1
"If rain stops, imagine how many can we have.",1
"The 8.7 magnitude earthquake centered off Sumatra's western coast wreaked wholesale destruction on the island of Nias yesterday (March 28, 2005), leaving anywhere from 300 to 2000 dead and early estimates of at least 25,000 displaced on Nias and other islands in the midst of widespread damage to structures, critical facilities, and lifelines.",1
"Meanwhile, the death toll of soldiers in Tuesday's claymore mine explosion in the northern Jaffna peninsula increased to 12 after one soldier succumbed to his injuries in a hospital in Colombo.",1
"None of the affected poor countries - often the hardest hit by natural disasters - can afford the losses caused by the intensifying impact of climate change: more frequent and more intense tropical cyclones, flooding rains and longer droughts.",1
"The food deficit is the result of unfavourable climatic conditions that have exacerbated structural problems in the country's already fragile agricultural sector, still recovering from the civil strife and political instability of the mid-1990s.",1
"The deadly cyclone, which occurred over the Bay of Bengal, hit five divisions and states -- Yangon, Bago, Ayeyawaddy, Kayin and Mon, of which Ayeyawaddy division and the biggest city of Yangon sustained the heaviest casualties and infrastructural damage.",1
The earthquake on 10 August was the third major quake to strike Ludian county over a period of twelve months as two quakes measuring 5.1 and 5.0 on the Richter scale struck the county on 15 and 26 November 2003.,1
"Community Aid Abroad-Oxfam responded immediately to the disaster by supplying emergency relief including blankets, cooking utensils and temporary shelter.",1
"After the disaster, the United Nations helped set up an Indian Ocean tsunami warning system, which uses underwater seismic sensors to relay information to monitoring centers around the region.",1
"The Three Gorges Dam on the Yangtze, China's longest river, will likely experience another flood peak Tuesday afternoon amid heavy rain in its upper reaches.",1
The X-rays shown by doctors at the rehab centre provide a vivid image of the kind of injuries most women here have suffered.,1
"Nigeria experienced severe flooding last year that affected around half a million people in two-thirds of its 36 states The neighbouring nation of Benin was also hard hit by flooding in 2010, with 55,000 homes destroyed and at least 680,000 people affected.",1
"(a) Heavy rains in Rakwon County, South Hamgyong province, destroyed infrastructure, crops and houses on 15 June, when more than 90 mm of rain fell in one half hour.",1
"Most of the dead have been poor, elderly or young Bangladeshis, those least prepared for the frigid weather.",1
"On 23 March a flood occurred in the district of Vose (Kulyab area) as the waters from the river Yaksu, swelled by recent heavy rains, burst through two sections of the river embankment.",1
"Prices are expected to continue climbing as the cold wintery weather continues, JP Morgan Chase, the investment bank, said in its 2011 China Economic Outlook.",1
"Supported by UNICEF Thailand, a team of pediatricians, psychologists and specially trained nurses from Khon Kaen University and Prince of Songkhla University conducted intensive two-day psychosocial rehabilitation activities for the affected students in an attempt to restore a sense of normalcy and security to their lives.",1
"Madagascar, which is in the throes of its worst ever political crisis, has not seen such an intense tropical storm since Cyclone Hudah in April 2000 battered the north of the island, home to 40 percent of its 19 million people.",1
"The President, focusing his attention on the problems of the drought stricken farmers in the dry zone, has instructed the officials to expedite the provision of government relief to the affected people in the Anuradhapura and Polonnaruwa Districts.",1
"Every year, landslides kill more than 100 people, destroy 3,000-4,000 houses, affect 8,000-9,000 families, and cost USS$1 billion, according to the government.",1
